artist_name,gender,country
李英宏 aka DJ Didilong,Male,TW
西村由紀江,Female,JP
French For Rabbits,,NZ
Soprano,Male,FR
關楚耀 (Kelvin Kwan),Male,HK
Backstreet Boys,,US
陳淑樺 (Sarah Chen),Female,TW
趙泳鑫 (Steelo),Male,CN
張雨生 (Tom Chang),Male,TW
Porter Robinson,Male,US
張學友 (Jacky Cheung),Male,HK
蘇慧倫 (Tarcy Su),Female,TW
木匠兄妹最愛情歌,Male,HU
楊宗緯 (Aska Yang),Male,TW
Brown Eyed Girls,,KR
錦繡二重唱 (Walkie Talkie),,TW
快樂寶寶古典樂,,TW
蔡琴 (Tsai Chin),Female,TW
惡男宅急電電視原聲帶,,JP
5 Seconds Of Summer,,AU
英皇團員,Male,JP
郭采潔 (Amber Kuo),Female,TW
Neon Bunny,Female,KR
MAMORU MIYANO (宮野真守),Male,JP
マヒナスターズ/渕上雅代,Male,JP
鄧麗君 (Teresa Teng),Female,TW
Customi-Z,Male,US
Take That,,GB
高勝美 (Malas Kao),Female,TW
江美琪 (Maggie chiang),Female,TW
ZZ Ward,Female,US
Twins,,GB
李代沫,Male,CN
Classics joy Life,,US
Elton Skyman,,NZ
Sam Tsui,Male,US
蔡依林 (Jolin Tsai),Female,TW
林淑容&羅時豐,Female,TW
PiA吳蓓雅,Female,
羅志祥 (Show Lo),Male,TW
羊毛與千葉花,,JP
Tiësto,Male,NL
Blossoms,,GB
大森靖子,Female,JP
Winter Love Songs,,
2LSON,,KR
袁詠琳 (Cindy Yen),Female,TW
謝欣芷,Male,CN
elephant DEE,Female,US
龍飄飄,,
陳昇 (Bobby Chen),Male,TW
江蕙 (Jody Jiang),Female,TW
BIRDY,Female,GB
Emmanuel Moire,Male,FR
Rae Morris,Female,GB
ピアノ 胎教 音楽 Masters,Male,
蟑螂合唱團 (IPIS),,TW
Passenger,Male,GB
張懸 (Deserts Xuan),Female,TW
泳兒 (Vincy Chan),Female,HK
潘越雲 (Michelle Pan),Female,TW
ATB,Male,DE
Ozzy Osbourne,Male,GB
Ailee,Female,KR
Daughter,,GB
hyukoh,,
Tainted Youth,,US
CHARLIE PUTH,Male,US
CHiCO with HoneyWorks,Female,JP
Pacific Coast Baby Music Academy,,
邰正宵 (Samuel Tai),Male,TW
古巨基 (Leo Ku),Male,HK
姜育恆 (Keung Hang),Male,HK
MONSTA X,,KR
Do As Infinity,,JP
Andrea Bocelli,Male,IT
Niia,Female,US
Chico Buarque,Male,BR
陳盈潔,Female,TW
白冰冰,Female,TW
Mitsuyuki,,
Kousuke Atari (中孝介),Male,JP
南征北戰,,CN
Ms.OOJA,Female,JP
Halestorm,,US
黃玠,Male,TW
One Direction,,GB
Verbal Jint,Male,KR
Ocean Waves for Sleep,,AU
Crispy脆樂團,,TW
Demi Lovato,Non-binary,US
吳忠明 (Quack Wu),Male,TW
董事長樂團 (The Chairman),,TW
陳雷,Male,TW
勁樂音樂Big Bang& Fuzz,,US
The Piano Guys,,US
音樂鐵人,Female,JP
符致逸 (Adrian Fu),Male,HK
Miryo,,
Fort Minor,,US
S.M. THE BALLAD,,KR
汪蘇瀧 (Silence Wang),Male,CN
張惠妹+孫燕姿 (a MEI+Stefanie Sun),Female,SG
刀郎,Male,CN
軒轅劍 電玩原聲帶,,CN
Soulja Boy Tellem,Male,US
Johann Sebastian Bach,Male,DE
徐良,Male,CN
吳兆南+魏龍豪,Male,TW
Daniel Powter,Male,CA
VICTON,,KR
MONKEY MAJIK,,JP
滾石國語1歌,Male,JP
阿牛 (Aniu),Male,MY
張棟樑 (Nicholas Teo),Male,TW
豪記大對唱,Female,JP
Carla Bruni,Female,FR
Kana Uemura (植村花菜),Female,JP
Parc Jae Jung,Male,KR
溫嵐 (Landy Wen),Female,TW
Tokyo Incidents (東京事変),,JP
Claude Debussy,Male,FR
Timber Timbre,,CA
R3HAB & VINAI,,IT
浪漫古典名曲101,,US
庾澄慶 (Harlem Yu),Male,TW
賴慈泓,Male,TW
3OH!3,,US
Hillsong Young & Free,,AU
六哲,Male,CN
Paula Abdul,Female,US
Camp Rock,,
Rosa Passos,Female,BR
Clara Haskil,Female,RO
Tato Gomez & Felix Pando,Male,DE
Shibuya Sunrise,,FI
Red Hot Chili Peppers,,US
張大光,Male,HK
m-flo,,JP
Beautiful Songs Of The Golden Age,,IT
謝安琪 (Kay Tse),Female,HK
Eric Chung,,GB
Keri Hilson,Female,US
Loveholic,,KR
南瓜妮歌迷俱樂部,,TW
王識賢,Male,TW
鄭華娟,Female,TW
畢書盡 (Bii),Male,TW
霹靂布袋戲劇集原聲帶,,TW
順子 (Shunza),Female,CN
Oasis,,GB
Ludacris Presents & Disturbing Tha Peace,,US
謝欣芷+黃靜雅,Male,CN
The Pretty Reckless,,US
『我鄰居是EXO』OST,,KR
Tove Lo,Female,SE
Namie Amuro (安室奈美恵),Female,JP
Merchandise,,US
李日詹,Male,HK
Carrie Underwood,Female,US
Parkway Drive,,AU
God Help The Girl,,GB
KT Tunstall,Female,GB
大原櫻子,Female,JP
鄭秀文 (Sammi Cheng),Female,HK
張震嶽,Male,TW
來自紅花坂 電影原聲大碟,,JP
Jadakiss,Male,US
動力火車 (Power Station),,TW
LiSA,Female,JP
梵谷之愛,Male,JP
Teamheadkick,,US
Apink,,KR
Coco d' Or (ココドール),Male,US
純愛西洋對唱情歌CV,,JP
陳綺貞 (Cheer Chen),Female,TW
尚雯婕,Female,CN
林夕字傳,Male,JP
吳若希 (Jinny Ng),Female,HK
Wreck-It Ralph,Male,GB
Across The Universe,Male,US
Puff Nation Superman Cypher 超人接力,,
洪億展,Male,TW
Macy Gray,Female,US
Ikimonogakari (いきものがかり),,JP
Donell Jones,Male,US
Kalafina,,JP
พลอยชมพู (Ploychompoo),,
大支 (Dwagie),Male,TW
Imogen Heap,Female,GB
Lucy Rose,Female,US
Allison Iraheta,Female,US
羽泉 (Yu Quan),,CN
Paolo Nutini,Male,GB
羅文 (Roman Tam),Male,HK
Gretchen Parlato,Female,US
OKDAL,Female,NO
Daya,Female,US
Sheppard,,AU
亞力維新 (Asian Power),Not applicable,XW
陶喆 (David Tao),Male,TW
Dear Jane,,HK
游鴻明 (Chris Yu),Male,TW
SIMON JAP,Male,NZ
Tohoshinki (東方神起),,KR
最幸福電視原聲帶_遇見幸福300天,Male,JP
Art Tatum,Male,US
The M Machine,,
Dakota Bradley,Male,GB
Davichi(Min Kyung),Female,
GReeeeN,,
歡子,Female,JP
Rmaster,,
Jessi,Female,US
虹翎ML (Mia Liu),Female,GB
Placebo,,GB
Above & Beyond,,GB
林志炫 (Terry Lin),Male,
Röyksopp,,NO
袁小迪,Male,TW
Rimi Natsukawa (夏川りみ),Female,JP
黃慧音,Female,MY
Junkie XL,Male,NL
At a Payphone,,
鄭智化,Male,TW
張玉華 (Celest Zhang),,SE
Linkin Park,,US
阿蘭 (alan),Male,TW
胡彥斌 (Tiger Hu),Male,CN
Zedd,Male,DE
劉德華 (Andy Lau),Male,HK
《小時代》電影音樂 Tiny Times OST,Male,DE
Jordin Sparks,Female,US
Marques Houston,Male,US
Muse,,GB
Jon Bellion,Male,US
Mario,Male,US
原聲帶精選-超級劇無霸 2014,Not applicable,DE
Gavin DeGraw,Male,US
Kid Ink,Male,US
Louise Attaque,,FR
Piano Dreamers,,
Beyoncé,Female,US
Nick Jonas,Male,US
Nas,Male,US
郭富城 (Aaron Kwok),Male,HK
Girls Aloud,,GB
시나 쓰는 앨리스,,KR
王強,Female,HK
瑪麗 (Ma Li),,
Kotaro Oshio (押尾コータロー),Male,JP
Perfume,,JP
Common,Male,US
AK,Male,DE
薛之謙,Male,CN
Anne Akiko Meyers,Female,US
The Golden Hits,,US
林子祥 (George Lam),Male,HK
Ai Otsuka (大塚愛),Female,JP
Years & Years,,GB
100 Best Film Classics,,JP
薛凱琪 (Fiona Sit),Female,HK
erica,Female,US
L'Arc～en～Ciel,,JP
Baby Lullaby & Sleep Baby Sleep,,
SNBRN,Male,US
Kanye West,Male,US
America,,US
Daft Punk,,FR
The Tony Rich Project,Male,US
華夏HIGH舞曲,,JP
Buriru (ぶりる),,
情歌寶典2010,Male,JP
Rave Hits,Not applicable,XW
鄭怡,Female,TW
Air Supply,,AU
林隆璇 (Kevin Lin),Male,TW
前進樂團 (Transition),,US
Whitney Houston,Female,US
小提琴演奏,Female,TW
霹靂英雄劇集原聲帶,,
法音清流精選拜願系列,Female,JP
Julee Karan (樹里からん),Female,JP
舒曼.海頓.貝多芬.柴可夫斯基.蕭邦等作品,,
Mika Nakashima (中島美嘉),Female,JP
The 1975,,GB
Dream Soundtracks,,
Della陽光元氣系列,Female,JP
Jason Mraz,Male,US
Stan Getz,Male,US
本兮,Male,JP
Richard Marx,Male,US
Celtic Woman,,IE
Owl City,Male,US
純音樂,Female,JP
葉啟田 (Ye Qi Tian),Male,US
Done Again,,US
The Black Eyed Peas,,US
暢銷排行最愛情歌合輯,Male,HU
李泰祥 (Lee Tai-Hsiang),Male,TW
華人碉堡音樂帝國3,,JP
小朋友的鋼琴音樂,Male,HK
Nogizaka46 (乃木坂46),,JP
Breakbot,Male,FR
hush！樂團,,TW
Grover Washington Jr.,Male,US
Simply Red,,GB
Philharmonia Quartett Berlin,,DE
好聽小故事,Female,HK
Al Jarreau,Male,US
Easy Shen,,
Britney Spears,Female,US
黛青塔娜 與 HAYA樂團,,TW
Chingy,Male,US
Hong Dae Kwang,Male,KR
CNBLUE,,KR
葉蒨文 (Sally Yeh),Female,HK
SCANDAL,,JP
許茹芸 (Valen Hsu),Female,TW
Kelly Clarkson,Female,US
Atomic Kitten,,GB
JOYCE JONATHAN,Female,FR
Bandari,,CH
Richard Clayderman,Male,FR
Tyrese,Male,US
嚴爵 (Yen-j),Male,TW
world's end girlfriend,Male,JP
白舉綱,Male,CN
Florence + The Machine,,GB
范曉萱 (Mavis Fan),Female,TW
Karen O,Female,US
好歌如林系列,Male,JP
Rei Yasuda (安田 レイ),Female,JP
Miguel,Male,ES
A Rocket To The Moon,,US
Kids Classical,Male,AT
Relax α Wave,,JP
Marriage over Love OST,Male,DE
蔡秋鳳,Female,TW
Relax Vol.I: Smooth Classics,,
Christmas Hits| Christmas Songs| Christmas Music,,
黃韻玲 (Kay Huang),Female,TW
Olltii,,
Etta Bond,Female,GB
Sum 41,,CA
ClariS,,JP
Two Steps from Hell,,US
陳展鵬 (Ruco Chan),Male,HK
Brian Crain,Male,US
Disturbed,,US
Madonna,Female,US
Jazz Cinema,,US
Nao Matsushita (松下　奈緒),Female,JP
揚哲,Male,TW
Kim Wilde,Female,GB
G-DRAGON,Male,DE
Herbert Von Karajan,Male,AT
王傑 (Dave Wang),Male,TW
40 Most Beautiful Piano Classics,Not applicable,XW
Sexy Enough,,
曾春年,Male,CN
Delirious & Alex K,,
張詒博 (Peace Teo),Male,US
Stephen Kovacevich,Male,US
Lim Seul Ong x JOY,Male,KR
InstaHit Crew,,US
辻井伸行,Male,JP
羅大佑,Male,TW
嘻哈說唱學唐詩,Male,JP
Daniel Barenboim,Male,AR
Kylie Minogue,Female,AU
GENERATIONS from EXILE TRIBE,,JP
yoojasound,,
Las Estrellas del Ayer,,
周傳雄 (Steve Chou),Male,TW
張韶涵 (Angela Chang),Female,TW
Lliam Taylor| Latroit,Male,US
FUN4 樂團,,TW
YUI,Female,JP
Miyuki Nakashima (中島みゆき),Female,JP
The Platters,,US
Aoi Teshima (手嶌葵),Female,JP
Sweetbox,,DE
Mark Ronson,Male,GB
李宗盛 (Jonathan Lee),Male,TW
盧廣仲 (Crowd Lu),Male,TW
呂方 (Lui Fong),Male,HK
馬丁.夏布洛,Male,JP
真善美國語精選,Male,HK
Kenny Rogers,Male,US
陳翔,Male,HK
Clips X Ahoy,,
Sting,Male,GB
Kundalini Yoga Music & Om Yoga Chant New Age & Yoga Workout Music in Mind,,
Andi Young,Male,CA
E-girls,,US
Shawn Mendes,Male,CA
Primary,,JP
Craig David,Male,GB
姜佑澤,Male,JP
Wiz Khalifa,Male,US
HUNTAR,Male,GB
爵士演奏輯,Male,TW
Jean-Bernard Pommier,Male,FR
Peg Parnevik,Female,SE
蔡幸娟 (Delphine Tsai),Female,TW
Pub Night Fever Song,,DK
群星 (Remix 101),,US
Miley Cyrus,Non-binary,US
Ellegarden,,JP
Greyson Chance,Male,US
Tyler Ward,Male,US
Bossa Nova Guitar Smooth Jazz Piano Club,Male,IN
David Garrett,Male,DE
JUN. K,Female,GB
巫啟賢 (Eric Moo),Male,TW
李玟 (CoCo Lee),Female,CN
Que Sera Sera,,
Mone Kamishiraishi (上白石萌音),Female,JP
陳奕迅 (Eason Chan),Male,HK
Mr. Big,,US
Jibbs,Male,US
Joe Bongiorno,,
AKB48,,JP
Axel Paris,Male,US
Harry Connick| Jr.,Male,US
阿杜 (A-do),Male,SG
呂思清系列,Male,CN
Michael Bublé,Male,CA
許志安 (Andy Hui),Male,HK
方瑞娥+高向鵬,Male,TW
陳曉東 (Daniel Chan),Male,HK
Rudolf Serkin| Harold Wright| Myron Bloom| Michael Tree,Male,CZ
陳隨意,Male,HK
Sabrina,Female,US
James Morrison,Male,GB
Soca 101,,US
ピアノで缀る美しい日本の名曲・・・Cafe Piano Japanese Style,,US
Jennifer Lopez,Female,US
miwa,Female,JP
張傑 (Chase Chang),Male,TW
Kesha,Female,US
The Most Beautiful Night Music,,
費玉清,Male,TW
陈瑞,Male,HK
本間圭吾,Male,JP
Fetty Wap,Male,US
The White Stripes,,US
KEY,Male,KR
이은한,,
W&W,,NL
宮脇詩音,Female,JP
梁詠琪 (Gigi Leung),Female,HK
豬哥亮,Male,JP
Boney James,Male,US
R&B情歌寶典,Male,JP
Avenged Sevenfold,,US
Bryan Adams & Hans Zimmer,Male,US
Spyro Gyra,,US
Dancensingalong,,
歡樂童謠派對,,TW
Broken Back,Male,
Emma Hewitt,Female,US
Essential Relaxing Classics,,
Yo-Yo Ma,Male,FR
MAG,,UA
Tokyo Philharmonic Orchestra (東京フィルハーモニー交響楽団),,JP
上海交響樂團,,CN
Season Five,,GB
王瑞霞,Female,TW
Bridgit Mendler,Female,US
張敬軒 (Hins Cheung),Male,HK
Chopin Masterworks,,
劉力揚 (Jeno liu),Female,CN
Dream A Little Dream,,DE
Disney Kids Band,,
The Lively Ones,,US
The xx,,GB
陳潔儀 (Kit Chan),Female,SG
Silje Nergaard,Female,NO
The Doors,,US
內地華語精選,Male,HK
Young & Dangerous II (Original Soundtrack),,US
王心凌 (Cyndi Wang),Female,TW
chay,Female,JP
Slash feat. Myles Kennedy And The Conspirators,,US
Frankie Valli & The Four Seasons,,US
彭佳慧 (Julia Peng),Female,TW
Last Christmas,Not applicable,XW
丁丁,,
Mansun,,GB
Kang Si Hyeon(OMZM),,
Brian Tyler,Male,US
Abtmelody,Male,
吹笛人室內樂團,,
George Michael,Male,GB
Manian,Male,DE
Rodriguez,Male,CU
讚美之泉音樂事工 (Stream of Praise Music Ministries),,TW
Adam Lambert,Male,US
Belle And Sebastian,,GB
Blondfire,,US
Mitchie M feat.初音未來,Female,JP
安琪 (Anchi),Female,TW
JIN(Shizen no teki) (じん(自然の敵P)),Male,JP
Queen,,GB
Fromm,Female,KR
Nate Dogg,Male,US
廣州交響樂團,,CN
LILI LIMIT,,JP
Alexis Jordan,Female,US
陳冠宇,,
Patrizio Buanne,Male,IT
Tako & Jhyung,,
証聲音樂心靈館 ECHO SPIRIT,,TW
2011年中大排行,Female,JP
Yohuna,Female,US
鄭俊弘 (Fred Cheng),Male,HK
David Lyndon Huff,Male,US
Sigur Rós,,IS
Forrest Gump - The Soundtrack,,IE
The Best Of Kontor,,SU
喬任梁,Male,CN
CRAYON POP,Male,US
齊豫,Female,TW
Lawson,,GB
Catherine Russell,Female,US
Skrillex,Male,US
K Camp,Male,US
Rebecca Ferguson,Female,GB
Mozart For My Baby,,GB
吳淑敏,Male,JP
See Siang Wong,Male,CN
EXILE,,JP
Jade Hurley,Male,
SEKAI NO OWARI,,JP
香榭麗舍大道 - LEXUS RX330 汽車廣告代言曲,,
Crystal Romance,,GB
Sérgio Mendes,Male,BR
Zee Avi,Female,MY
Shota Shimizu (清水翔太),Male,JP
Joonil Jung,Female,DE
BADBADNOTGOOD,,CA
AKDONG MUSICIAN (AKMU),,KR
The Quiett,Male,KR
Vicetone,,NL
A Walk Along The La Seine,,
Jazz Duets：Divas & The Crooners,,IE
吳俊余,,CN
Party Machine,Not applicable,XW
Maxim Vengerov,Male,RU
Gipsy Kings,,FR
Oceana,Female,DE
Dr. John,Male,US
Arctic Monkeys,,GB
Snoop Dogg,Male,US
Kim Hyun Joong,,
新金曲獎,,JP
the GazettE,,JP
Hit Songs Kids Style,,US
Wolfgang Amadeus Mozart,Male,AT
MONO,,JP
MIB三重唱,Male,JP
LM.C,,JP
流氓阿德,Male,TW
Super Simple Learning,,
菊梓喬 (HANA),Female,HK
The Lumineers,,US
O.T. Genasis,Male,US
許美靜 (Mavis Hee),Female,SG
2AM,,KR
Gate to Classics,,
Momoco (Momoco),Female,JP
Kids Biz,,IT
Nell,,KR
KATO MILIYAH (加藤 ミリヤ),Female,JP
楊宗憲,Male,JP
Ingrid Michaelson,Female,US
G.E.M.鄧紫棋,Female,CN
VIXX,,KR
Redtxanela,,
Good Charlotte,,US
Evanescence,,US
ProTracks (Karaoke),,
劉畊宏,Male,CN
愛情保鮮盒,Male,JP
LYn,Female,KR
Jack Johnson,Male,US
曾沛慈 (Pets Tseng),Female,TW
噓，龍貓睡著了,Male,JP
陳勢安 (Andrew Tan),Male,TW
참깨와 솜사탕,,KR
徐紫淇,Female,HK
Deana Carter,Female,US
川島茉樹代 (Makiyo),,
Country Classics Volume,,US
陳建年,Male,TW
施文彬 (Michael Shih),Male,US
Eminem,Male,US
Kiha & The Faces,,GB
來吧！焙焙！ (Come On! Bay Bay!),,TW
謝和弦 (R-chord),Male,TW
The Chainsmokers,,US
Jeon Woo Sung (NOEL),,
John Gibbons,Male,GB
Glenn Gould,Male,CA
Macklemore & Ryan Lewis,,US
AZIATIX,,KR
박재범 Jay Park & Ugly Duck,Male,KR
張蓉蓉,Female,CN
郭婷筠,Female,TW
解偉苓 (Yvonne Hsieh),Female,TW
Eric 周興哲,Male,TW
任然,Female,CN
滅火器 (Fire EX.),,TW
Hiroshi Tamaki (玉木宏),Male,JP
AMIT,Male,IN
Ryu,Male,JP
吳建豪 (Vanness Wu),Male,TW
阿川泰子,Female,JP
Dizzy Dizzo,Female,TW
Adele,Female,GB
幼兒床邊晚安曲系列,Female,HK
Leona Lewis,Female,GB
詹雅雯,Female,TW
The O'Neill Brothers Group,,US
Bryson Tiller,Male,US
Tiësto| Oliver Heldens,Male,NL
Tori Kelly,Female,US
Dreaming,,US
喬幼,,
Madeon,Male,FR
方大同 (Khalil Fong),Male,HK
Sam Smith,Male,US
DICKPUNKS,,
Floran Bianco,,
黛青塔娜,Female,MN
Kana Nishino (西野カナ),Female,JP
Steve Aoki,Male,US
Ohashi Trio (大橋トリオ),Male,JP
T. L.,Male,DE
Baek A Yeon,Female,KR
李心潔 (Angelica Lee),,
Wild Nothing,Male,US
潘嘉麗 (Kelly Poon),Female,SG
Dan + Shay,,US
SHINHWA (神話),,
BIGBANG,,KR
Lullaby Maestro,,
Clementine,Female,FR
Aimer,Female,JP
Alan Walker,Male,NO
J_ust| Yun ddan ddan,Male,KR
Naotaro Moriyama (森山直太朗),Male,JP
B1A4,,KR
Lil Mama,Female,US
郁可唯 (Yisa Yu),Female,CN
Eir Aoi (藍井エイル),Female,JP
Selena Gomez,Female,US
蕭敬騰 (Jam Hsiao),Male,TW
臺灣好聲音,,
金莎 (Kym Kum),Female,CN
迪克牛仔 (Dick and Cowboy),Male,TW
任賢齊 (Richie Jen),Male,TW
Elvis Presley,Male,US
猛虎巧克力,,TW
Alesso,Male,SE
ROOMIE,Male,SE
Rudimental,,GB
DJ Elvis,Male,US
GARY,Male,GB
鋼琴名曲點播100首,Male,JP
M.I.A.,Female,GB
REOL,Female,JP
R. Kelly,Male,US
Angeline Wong 黄晓凤,Female,
RADWIMPS,,JP
Kim Bum Soo,Male,KR
GTM,,
Gareth Emery,Male,GB
趙雷,Male,CN
張智成 (Z-Chen Chang),Male,MY
Chystal Piano In SPA,,
劉嘉亮,Male,CN
小虎隊,,TW
李唯楓 (Coke Lee),Female,US
程璧 (Cheng Bi),Female,CN
Kevin Kern,Male,US
V/A,,NO
柯有倫 (Alan Kuo),Male,TW
Ilid Kaolo,Female,TW
John Mayer,Male,US
Jindoggae,,
NIGHTMARE,,JP
范逸臣,Male,TW
Skid Row,,US
周筆暢 (Bibi Zhou),Female,CN
BACK-ON,,JP
楊丞琳 (Rainie Yang),Female,TW
Dr. Jeffrey Thompson,Male,US
Gabrielle Aplin,Female,GB
汪定中,Female,JP
Justin Timberlake,Male,US
W&W and Ummet Ozcan,Male,NL
蓮歌子,Female,HK
Toshinobu Kubota(久保田利伸),Male,JP
IU,Female,KR
Regina Spektor,Female,US
Karmin,,US
Aun Feeble Hart,,US
呂建中 (Tank),,GB
Bii畢書盡+陳勢安+陳彥允+李玉璽,Male,TW
圈圈兒童 (Hoop Kids),,US
Charice,,
KOBUKURO (コブクロ),,JP
Lady Antebellum,,US
Justin Bieber,Male,CA
Simon Bernard-Smith,Male,US
Lotus| Iselin Solheim & A. Rose Jackson,Female,NO
櫻桃幫 (Cherry Boom),,TW
陳柏銓 (Barry),Male,US
媽媽說故事,,TW
Taylor Swift,Female,US
Cafe lounge resort,,
4B,Male,US
金佩姍,Female,HK
